anime_id,name,genre,rating,members
2723,D4 Princess,action comedy magic mecha scifi,6.2,1514
1175,Metal Fighter Miku,comedy scifi shounen sports,6.2,1377
1099,Shadow Skill Kurudaryuu Kousatsuhou no Himitsu,adventure drama fantasy shounen,6.2,1449
31402,Soul Worker Your Destiny Awaits,action fantasy scifi,6.2,430
13983,Thermae Romae Kodai Romajin ga Uchuu e,comedy seinen space,6.2,749
5628,21 Emon,comedy scifi space,6.19,314
29975,Gunslinger Stratos,action scifi,6.19,2666
17887,Ichirinsha,action mecha scifi seinen,6.19,804
22031,Samurai Gun Special,action historical seinen,6.19,370
31111,Nisshin Seifun Group CM,kids slice of life,6.18,380
12393,Oyako Club,comedy slice of life,6.18,160
5923,Utsunomiko Heaven Chapter,adventure demons fantasy,6.18,333
18953,Hitotsubu ni Kawaranu Ai wo Komete,magic slice of life,6.17,1287
22847,Kara no Kyoukai Mirai Fukuin  Manner Movie,drama,6.17,4260
28811,Last Exile Doyou no Asa,comedy parody scifi,6.17,626
624,Mouse,action comedy ecchi harem shounen,6.17,10979
1349,AD Police TV,action mecha scifi shounen,6.16,5547
32171,Ange Vierge,adventure fantasy magic school,6.16,21934
7164,Catman Specials,comedy fantasy slice of life,6.16,346
20855,Bacterial Contamination,dementia horror music,6.15,1643
3759,School Days Valentine Days,comedy romance school,6.15,32917
2536,Angelique Shiroi Tsubasa no Memoire,drama fantasy magic romance scifi shoujo,6.14,1871
17719,Mahoutsukai Sally Movie,comedy magic shoujo,6.14,202
1155,Melty Lancer,adventure comedy scifi space,6.14,1035
15577,Hello Kitty no Fushigi no Kuni no Alice,fantasy kids,6.13,240
25113,Majokko Shimai no Yoyo to Nene Movie Extra Hatsukoi  Mikako Komatsu,music,6.13,863
1267,Yoroiden Samurai Troopers Message,adventure fantasy samurai shounen,6.13,1299
19871,Gaist Crusher,action fantasy supernatural,6.12,1294
319,Happy World,comedy ecchi fantasy romance,6.11,4348
27997,Kaitou Tenshi Twin Angel Kyun KyunTokimeki Paradise OVA,magic,6.11,362
6704,Queen039s Blade Rurou no Senshi Specials,action adventure ecchi fantasy,6.11,9470
29758,Taboo Tattoo,action comedy martial arts mystery super power supernatural,6.11,99460
8855,Eiyuu Gaiden Mozaicka,fantasy,6.1,558
9385,Rokushin Gattai GodMars 1982,action mecha scifi space,6.1,304
21067,Strange,comedy shoujo slice of life,6.1,21006
33164,Musaigen no Phantom World Limitless Phantom World,comedy fantasy supernatural,6.09,6401
5920,Xanadu Dragonslayer Densetsu,adventure comedy fantasy,6.09,307
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,action drama police seinen,6.08,627
32338,Yes BanG_Dream,music,6.06,353
11543,Hate You,music,6.07,1222
5263,Tomorrow039s Song,music,6.07,507
25875,Wake Up Girl Zoo,comedy,6.07,3308
31109,Hatsukoi Monster,comedy romance school shoujo,6.06,37238
19133,Turning Girls,comedy slice of life,6.06,4588
9274,Chou Seimeitai Transformers Beast Wars Metals Convoy Daihenshin,action mecha scifi super power,6.05,389
5785,G9,fantasy,6.05,1693
32898,Mobile Suit Gundam 0083 Stardust Memory Picture Drama  Uchuu no Kagerou 2,action mecha space,6.05,269
5918,Deimos no Hanayome Ran no Kumikyoku,demons drama fantasy horror magic mystery psychological shoujo supernatural,6.04,2030
3480,Nayuta,action scifi shoujo,6.04,549
2527,Kotetsu no Daibouken,action comedy ecchi fantasy magic romance scifi shounen,6.03,1420
32521,Super Mario World Mario to Yoshi no Bouken Land,comedy game kids,6.02,163
1625,Soul Link Special,adventure comedy ecchi military romance scifi space,6.02,1973
6189,Baton,adventure scifi,6.01,1482
2616,Sora Iro no Tane,kids,6.0,2016
17733,Dibetagurashi Ahiru no Seikatsu,comedy slice of life,5.99,586
1928,Early Reins,action adventure seinen,5.99,1902
24975,Ghibli ga Ippai Special Short Short,slice of life,5.99,733
7466,Hashire,comedy,5.98,556
12237,Koiken Watashitachi Anime ni Nacchatta,ecchi music,5.98,3384
2091,Oshare Kozou wa Hanamaru,romance shoujo,5.96,327
20557,11eyes Picture Drama,comedy,5.95,2505
23781,Blade amp Soul Specials,comedy,5.95,5167
5889,DragonBlade,action fantasy,5.95,427
5907,Mujigen Hunter Fandora,adventure fantasy scifi,5.95,688
5842,Kotatsu Neko ONA,comedy,5.94,678
32947,Battery,drama slice of life sports,5.92,30270
7561,Kaitou Reinya,comedy,5.92,2087
6787,Goulart Knights Evoked the Beginning Black,action drama fantasy shoujo supernatural,5.91,8002
2574,Kashi no Ki Mokku,adventure fantasy,5.91,787
8619,Ladies versus Butlers Tokuten Disc Music Clip,ecchi music,5.9,5676
2731,Shishunki Bishoujo Gattai Robo ZMIND,action mecha parody,5.9,333
7985,Taiyou no Hou El Cantare e no Michi,fantasy historical,5.9,332
33366,Toukiden 2,action demons,5.89,199
8526,Honey Tokyo,scifi,5.88,1410
1775,Jikuu Tenshou Nazca,action adventure drama fantasy magic,5.88,3080
29757,Mori no e,kids music,5.87,202
19237,Nimrod,fantasy music,5.88,296
1076,Wizardry,action adventure fantasy,5.88,991
1992,Chou Kousoku Gran Doll,action comedy mecha school,5.86,837
9502,Egao no Hana,music,5.86,670
2278,Mahou Yuugi 3D,comedy magic,5.86,1148
6907,MikanSeijin,comedy,5.86,258
17267,Futari wa Milky Holmes,comedy mystery super power,5.85,6303
1933,Growlanser IV Wayfarer of the Time,action,5.85,931
31300,Irodorimidori Change Our Mirai,music,5.85,721
23029,Popful Mail,comedy fantasy music,5.85,166
1766,Youseiki Suikoden,action fantasy martial arts,5.85,1240
4967,Choujin Locke Mirror Ring,action scifi super power,5.84,391
31157,ClassicaLoid,comedy music,5.84,11717
11087,Awake,action mecha parody scifi,5.83,276
13041,Battle Break,action kids,5.83,189
1936,Misutenaide Daisy,comedy romance scifi,5.83,720
3496,Ougon no Hou El Cantare no Rekishikan,fantasy historical,5.83,308
31549,Peeping Life TV Season 1,comedy slice of life,5.83,1573
21821,Fuuun Ishin DaiShogun,action historical mecha,5.82,15758
17513,Diabolik Lovers,harem school shoujo vampire,5.81,107960
21267,Go Go 575,slice of life,5.8,7755
10735,Planetes Picture Drama,comedy scifi space,5.8,1205
31966,Sword Gai,action seinen supernatural,5.8,210
5053,Ai City,action scifi super power,5.79,1513
19233,Around,slice of life,5.79,468
4458,Bavel no Hon,kids,5.79,1906
2081,Makeruna Makendou,comedy magic shounen,5.78,555
29825,Onnanoko tte,comedy shoujo slice of life,5.78,171
6667,Love to Live By,music,5.77,911
4939,Macross Fufonfia,comedy parody,5.76,2189
2069,Onna Senshi Efe amp Jira Gude no Monshou,adventure fantasy,5.75,545
25639,Toilet no Kamisama,music,5.75,165
23375,Minarai Diva,music,5.73,982
23835,Moonrakers,drama scifi space,5.73,1013
354,UGUltimate Girls,comedy ecchi magic scifi,5.73,6025
30576,Pareo wa Emerald,music,5.72,128
10407,Shimanchu MiRiKa,slice of life,5.72,267
1244,Ankoku Shindenshou Takegami,action drama mecha scifi supernatural,5.71,912
4150,Cosmos Pink Shock,comedy parody scifi space,5.71,981
5051,Macross XX,action mecha,5.71,1609
32737,009 ReCyborg x Zip,comedy super power,5.68,198
25991,Bishoujo Mobage Mobamichan,fantasy,5.68,763
2058,Delpower X Bakuhatsu Miracle Genki,action comedy mecha parody school scifi,5.68,644
19337,Momoya x Peeping Life Go en Desu yo,slice of life,5.68,218
1052,Tokyo Juushouden,action adventure shounen supernatural,5.67,1001
22411,Asa ga Kuru mae ni Sasurai Version,music romance,5.64,187
22955,Francesca,comedy fantasy,5.64,6487
18133,Ikeike Momonchan,comedy,5.64,443
5631,Kaumori,drama samurai,5.64,663
30826,Suzakinishi the Animation,comedy slice of life,5.64,3190
33170,Kokoro ga Sakebitagatterunda x Sony HiRes quotWalkmanquot and Headphone,drama,5.63,1038
17697,Neon The Animation,comedy historical mecha police slice of life,5.63,413
8701,Apartment,comedy slice of life,5.61,819
31165,Meiji x Kokosake amp anohana Receipt Oubo Campaign,drama,5.6,2732
2538,With You Mitsumeteitai,drama fantasy mystery romance school,5.61,669
2719,MapleStory,action comedy fantasy kids romance,5.59,3327
7511,Worku,fantasy psychological,5.59,216
32886,Anitore EX Jigoku no Training,sports,5.58,961
25973,I Love Picnic,comedy kids,5.58,110
32854,Frday Night,comedy music,5.57,167
27949,Mattsu to Yanma to Moburisan Nanatsu no Hihou to Soratobu Oshiro,fantasy magic,5.56,223
6491,Scandal,music slice of life,5.56,1062
33803,Sengoku Choujuu Giga,demons historical supernatural,5.56,3248
9850,Koguma no Korochan,kids,5.55,248
5246,Adesugata Mahou no Sannin Musume,comedy magic shoujo,5.53,542
1627,Choushin Hime Dangaizer 3,adventure ecchi mecha scifi,5.53,919
11389,Happy Kappy Recap,comedy fantasy shoujo,5.52,191
32346,makemagic,fantasy music,5.52,178
3605,Princess Army WeddingCombat,action martial arts romance shoujo,5.48,603
4252,Explorer Woman Ray,action adventure,5.47,594
3596,Lightning Trap Leina amp Laika,action scifi,5.45,406
29956,Swimming,dementia,5.45,125
27927,Urawa no Usagichan,comedy school slice of life,5.45,8554
29673,Shin Tenchi Souzou,comedy,5.44,129
18723,Soul Reviver,action seinen supernatural,5.44,326
21607,Picotopia,fantasy music,5.42,547
1596,Arcade Gamer Fubuki,action comedy ecchi parody shounen sports super power,5.41,3201
7530,Hana to Chou,fantasy,5.4,203
14743,Nara Shika Monogatari,comedy,5.4,228
5304,Akibachan,comedy kids slice of life,5.39,1383
21875,Chou Akuukan Bouheki Cheese Napolitan,music,5.39,554
3463,ALICE,scifi,5.38,1034
5025,Dengeki Oshioki Musume Gootaman Gootaman Tanjouhen,action comedy ecchi parody,5.37,2106
7243,Suisei,comedy dementia,5.37,623
14479,Mahoutsukai Nara Miso wo Kue,fantasy magic school,5.36,4179
2022,Fight,action fantasy supernatural,5.31,581
10743,Torachan no Kankan Mushi,drama,5.29,335
11679,Chainsaw Maid,comedy horror supernatural thriller,5.27,2373
32291,Kakegae no,drama,5.27,103
24861,Akaoni to Aooni no Tango,music,5.26,164
28687,Poker,music,5.26,311
23401,Tobacco wa Dasai,school slice of life,5.26,222
25549,Psychedelic Afternoon,music,5.25,462
28765,The Baby Birds of Norman McLaren,music,5.24,208
21833,Higenashi Gogejabaru,comedy fantasy kids music,5.23,149
6181,Highway Jenny,fantasy,5.23,677
28051,Kaeru San Yuushi,adventure comedy,5.22,140
994,Sin in the Rain,mystery,5.22,1674
4761,Tokyo Loop,comedy dementia,5.19,787
9221,Kanzen Shouri Daiteiou,action adventure kids mecha scifi,5.15,333
10859,SoretteDakara ne,slice of life,5.15,1223
6846,Kuma ni Kuwarenu Otoko,adventure music,5.14,322
10763,Robot Taekwon V,action mecha,5.11,191
112,Chou Henshin Cosprayers,action adventure comedy ecchi fantasy magic scifi super power,5.11,5555
7809,3tsu no Kumo,dementia,5.1,918
32765,Cherry Blossom Music,music,5.08,113
5622,The Chocolate Panic Picture Show,dementia psychological,5.08,1024
25291,Yomiuri Shimbun,historical,5.08,314
6842,Oyoge ya Oyoge,sports,5.07,349
14125,Otogi no Kuni no Birthday,kids music,5.04,144
22417,Quantum Leap,action music,5.02,184
5715,Arcade Gamer Fubuki Extra,action adventure comedy ecchi game parody school,4.96,1039
4393,Kokka Kimigayo,historical music,4.96,755
30659,Nouryou Anime Denkyuu Ika Matsuri,dementia horror psychological,4.96,234
19231,Jam,fantasy music,4.91,343
7192,Choujikuu Romanesque Samy Missing 99,action scifi,4.9,508
1102,Urda,action historical military scifi,4.87,2248
33690,Nazotokine,game,4.86,7284
22171,Tanaami Keiichi no Shouzou,dementia,4.86,170
23063,Usagi ga Kowai,dementia game horror,4.85,610
30480,Bara Bara Film,dementia,4.81,110
13359,PistStar,magic,4.74,266
7071,Shoujouji no Tanukibayashi,kids,4.74,475
16692,Jigoku Youchien,demons kids school,4.73,1062
9318,Samero,dementia,4.73,403
6000,Haruwo,action,4.72,493
8486,Kihei Senki Legacies,fantasy mecha,4.7,676
30339,Play Jazz,dementia,4.69,119
788,Eiken Eikenbu yori Ai wo Komete,comedy ecchi harem school,4.65,15764
28645,Haru no Shikumi,dementia,4.63,363
32906,Bishoujo Yuugi Unit Crane Game Girls,comedy game space,4.54,4673
23059,Shinsatsushitsu,dementia horror,4.54,527
33220,Natsu no Gero wa Fuyu no Sakana,dementia music,4.45,147
29615,Oh Yoko,dementia music romance,4.44,337
10586,Cafe de Oni,music,4.4,381
13311,Henshin Gattai 5 tsu no Atsuki Tamashii,music super power,4.19,269
29619,Goodby Marilyn,dementia music,4.08,279
29978,001,comedy,4.0,916
33394,Mahou Shoujo NariaGirls,magic,3.91,3414
22173,Yume 10 Yoru,dementia,3.88,317
16606,CLAY,horror,3.84,1104
6950,Aos,dementia fantasy,3.83,1080
29984,Crayon Angel,dementia,3.8,322
28929,Vampire Holmes,comedy mystery supernatural vampire,3.63,10403
11897,Nendo no Tatakai,comedy fantasy,3.36,1174
413,Hametsu no Mars,horror scifi,2.37,27557
6073,21 Emon Uchuu e Irasshai,comedy scifi space,5.05,216
30214,A Smart Experiment,dementia,4.03,109
26137,Afghanistan Paghmanmura no Monogatari Boku no Mura ni Circus ga Kita,historical kids,6.67,130
26135,Afghanistan Paghmanmura no Monogatari Sekaiichi Utsukushii Boku no Mura,historical kids,6.67,149
32150,Ai to Shi,action,5.0,69
24999,Akai Jitensha,music,4.54,91
24859,Anime Koten Bungaku Kan,historical kids,5.43,72
34249,Aqua Kids,adventure kids,6.5,24
6630,Asarichan Ai no Marchen Shoujo,adventure shoujo slice of life,6.48,170
32255,Ashita Kirarin,drama kids,6.45,59
9796,Atashin039chi 3D Movie Jounetsu no Chou Chounouryoku Haha Dai Bousou,comedy,6.0,196
22247,Azumi MammaMia,comedy kids,5.6,101
26013,Backkom Mission Impossible,comedy kids parody,6.11,97
26017,Backkom Specials,comedy kids super power,6.23,93
22565,Bad BadtzMaru no Ari to Kirigirisu,fantasy kids,5.5,99
33708,Baku Tech Bakugan Gachi Tokubetsuhen,action game shounen,5.93,111
17687,Bemubemu Hunter Kotengu Tenmaru,adventure fantasy,6.67,107
33550,Bic Contact X Mameshiba Collab CM,comedy,4.81,112
9955,Big Mouth Do Do,kids slice of life,6.54,115
24791,Boku wa Ousama,kids,6.43,58
30892,Boo Boo Boy,cars kids,4.73,128
12371,Bosco no Mori no Nakamatachi,adventure fantasy,5.55,113
3637,Bouken Yuuki Pluster World,scifi shounen,6.32,295
10435,Boyfriend,romance shoujo sports,5.68,243
23611,Bunna yo Ki kara Orite Koi,adventure kids,6.25,53
29743,Buonomo,slice of life,6.0,48
9447,Byulbyul Iyagi 2,drama psychological,5.86,122
26303,Cello Hiki no Gauche OVA,drama fantasy music,5.88,163
17893,Cheonbangjichuk Hani,comedy drama school sports,6.78,149
11731,ChiSui Maru Specials,comedy,5.33,94
32419,Chibinacs 3,comedy,4.43,36
31236,Chieri to Cherry,adventure fantasy shoujo,6.0,180
14623,Chikyuu SOS Sore Ike Kororin,action comedy kids scifi,5.78,87
10040,Chinpui Erisama Katsudou Daishashin,comedy,6.0,107
6687,Chinyuuki Tarou to Yukai na Nakamatachi,comedy,6.0,186
17689,Chironup no Kitsune,drama,7.48,196
33262,Chobitto Zukan,fantasy kids,4.5,63
24927,Chuuchuu Banban,adventure kids,6.5,61
13509,Cofun Gal no Coffy Juuninin to Ikareru Kofuntachi,comedy,4.29,66
32628,Columbus no Daibouken,historical,6.5,35
25977,Contact 2,comedy kids scifi,5.58,101
29749,Convenience Store Senki Purintai,comedy,4.48,59
33686,Cyborg 009 Call of Justice 2,action adventure mecha scifi shounen,5.67,377
10887,Dame Oyaji,comedy,6.07,109
31436,Danchi Tomoo Natsuyasumi no Shukudai wa Owatta no ka yo Tomoo,comedy seinen,4.6,56
17131,Dennou Sentai Voogie039sAngel Forever and Ever,action comedy drama mecha scifi,5.1,156
7750,DigiGirl Pop Strawberry amp Pop Mix Flavor,comedy scifi,6.0,143
18327,Dokgotak Dasi Chajeun Maundeu,shounen sports,5.0,70
18313,Dokkaebi Gamtu,action adventure demons fantasy shounen,3.58,79
21485,Dokkan Robotendon,adventure kids slice of life,6.29,63
8879,Dolphin Ouji,action adventure kids scifi,5.58,127
11625,Donbe Monogatari,kids,5.67,107
6771,Dorimogu Daa,adventure fantasy kids,6.98,179
7498,Doubutsu Olympic Taikai,comedy,4.51,149
30420,Dr Slump Aralechan no Koutsuu Anzen,comedy scifi shounen,5.94,159
30450,Dr Slump Hoyoyo Arale no Himitsu Dai Koukai dayo,comedy scifi shounen,6.17,248
29687,Duel Masters VSR,action adventure comedy shounen,5.19,486
32926,Duel Masters Hamukatsu to Dogiragon no Currypan Daibouken,action adventure comedy shounen,4.25,108
3243,Elecking The Animation,comedy,6.55,96
10000,Esper Mami Special My Angel Mamichan,comedy super power supernatural,6.52,148
16818,Eunhahamdae Jiguho,action adventure kids scifi space,3.6,83
26209,Examurai Sengoku Recap,action samurai,5.0,108
33792,Feng Shu Zhan Jing 2,adventure kids mecha,8.0,24
30010,Frame Arms A Violent Struggle,mecha,4.22,234
26347,From Osaka with Cheer,slice of life,4.33,109
19899,Fujiko F Fujio Sukoshi Fushigi Tanpen Theater,adventure scifi shounen space,6.25,91
29653,Futari Zamurai Homare no Kawakiri,drama historical samurai,4.82,97
23609,Gaki Deka OVA,comedy ecchi kids parody shounen,4.78,62
20755,Ganbare Lulu Lolo,kids slice of life,6.13,134
9886,Ganbare Moudouken Serve,slice of life,5.8,92
32581,Gaza Changing the World,drama supernatural,5.14,94
8158,Gegege no Kitarou Jigokuhen,adventure comedy fantasy horror supernatural,6.23,205
4470,Gene Diver,action adventure shounen,6.3,182
29665,Genei Toshi,dementia,4.13,98
2691,Gensei Shugoshin Phyoro Ikka,adventure fantasy,6.0,150
26283,Gin no Rousokutate,drama kids,4.36,104
30483,Ginga Tetsudou 999 Akai Hoshi Betelgeuze  Inochi no Kagayaki,adventure drama scifi space,6.53,206
26267,Goisensei to Tarou,drama kids school,6.0,59
7177,Gokyoudai Monogatari,comedy,6.5,181
29924,Gomanhiki,kids,7.0,56
30410,Gon 2nd Season,action adventure kids,5.92,141
9535,Gongitsune,adventure,7.22,312
7781,Gothicmade Hana no Utame,mecha romance scifi,5.93,2306
11995,Guilstein,action horror scifi,5.33,286
28347,Guitar Shoujo,slice of life,4.54,134
33349,Hajimete no Eigo Sekai Meisaku Douwa,fantasy kids,5.33,33
19495,Hakusai Anime,comedy romance school slice of life,6.56,260
20873,Hana no Zundamaru,comedy martial arts parody,5.1,145
32783,Happy Hour,music,4.24,69
23015,Hazedon,adventure comedy kids,5.8,61
22457,Hello Kitty no Fushigi na Mizuumi,fantasy kids,6.35,90
18823,Hello Kitty no Kieta Santasan no Okurimono,kids,5.59,110
18589,Hello Kitty no Minna no Mori wo Mamore,kids,6.61,111
17955,Hello Kitty no Nemureru Mori no Bijo,fantasy kids,6.64,159
30263,Hello Kitty no Shirayukihime OVA,fantasy kids,6.27,99
22445,Hello Kitty no Yappari Mama ga Suki,fantasy kids,6.64,96
30064,Hello Kitty to Miyou Aesop Monogatari,fantasy kids,5.25,65
31585,Henkei Sakuhin Dai 2ban,dementia,2.69,92
30512,Hero Company,comedy seinen,5.21,519
23659,Hi no Tori Hagoromohen,drama,6.42,139
26111,Hibike Wadaiko,drama kids,6.78,307
24089,High School Jingi,action comedy seinen,5.0,84
31235,Hikawa Maru Monogatari,drama historical,7.3,259
22985,Hipirakun Special,comedy fantasy kids supernatural vampire,4.78,178
23125,Histoire d039Etty,kids slice of life,6.5,68
16828,Hokseong Robot Sseondeo A,action mecha shounen,3.5,83
28263,Honto ni Atta Gakkou Kaidan,kids mystery school supernatural,6.14,82
18747,Hotaru Kagayaku,drama kids,5.9,70
16776,Hurdle,drama,5.14,109
16808,Hwanggeum Cheolin,action adventure demons kids super power,4.81,89
28485,Ichiban Chikaku ni,drama slice of life,6.0,45
31135,Idea ga Tsukamaranai,dementia,4.0,57
29651,Ikedaya Soudou,drama historical samurai,3.85,81
24577,Imokawa Mukuzo Chuugaeri no Maki,comedy,6.17,79
26299,Inamuranohi,drama historical kids,8.0,47
26297,Inori no Te,drama historical kids,7.0,46
10847,Inumarudashi,comedy,5.47,332
6384,Ippon Bouchou Mantarou,action seinen,6.2,114
18323,Jangdokdae,drama historical,4.36,60
3947,Jarinko Chie TV,comedy drama slice of life,7.11,323
6701,Jim Button,adventure fantasy kids magic,6.1,169
30761,Jin Ken Mamorukun to Ayumichan Sekai wo Shiawase ni,fantasy kids,4.92,44
32777,Jitenshahen,music,3.53,67
30157,Joki Joki Tailor,kids music,4.06,72
6072,Juuippiki no Neko to Ahoudori,adventure fantasy kids,5.7,286
31016,Juuroku Jizou Monogatari Sensou no Gisei ni Natta Kodomotachi,drama historical kids,6.33,39
33870,Kabi Usagi Game Center,comedy,4.17,39
32473,Kabocha no Ojisan,kids music,4.75,38
7856,Kage no Kodomo,dementia,6.76,174
19087,Kaiketsu Tamagon,adventure comedy kids,5.65,101
23613,Kakkun Cafe,comedy parody slice of life,5.86,54
13769,Kamen no Ninja Akakage,action fantasy,6.89,202
20123,Kappamaki,comedy slice of life,5.43,75
9371,Karl to Fushigi na Tou,kids,5.14,176
26229,Kaze no Tabibito,drama kids,6.33,47
19515,Kentoushi,seinen sports,6.25,88
22641,Kero Kero Keroppi no Bikkuri Obakeyashiki,kids supernatural,5.54,76
22625,Kero Kero Keroppi no Dai Bouken,adventure fantasy kids,6.0,75
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,fantasy kids,6.17,60
29679,Ki Renka,demons drama,4.13,99
28965,Kibun wa Uaa Jitsuzai OL Kouza,comedy seinen,5.83,51
17485,Kiki to Lala no Ohimesama ni Naritai,kids,5.65,98
8883,Kikou Heidan JPhoenix PF Lips Shoutai,comedy mecha,5.61,188
5192,Kikuchan to Ookami,adventure historical,6.35,142
22597,Kimezou no Kimarimonku Ja Kimaranee Featuring SabuOtoko,comedy,5.0,57
3279,Kinnikuman Seigi Choujin vs Senshi Choujin,action comedy shounen sports,6.22,282
32693,Kitakaze to Taiyou,kids,4.56,48
26233,Kitsune no Kan Chigai,drama kids,5.67,44
33915,Kittychan wo Sagase Toyamashi Stamp Rally,comedy,4.25,64
25061,Kizu darake no Tenshitachi,comedy ecchi parody seinen,5.38,103
29738,Konchuu Monogatari Tentoumu Chu to Mitsubachi Hatsu Chu,music,5.47,75
17563,Koutetsu no Vendetta Episode 0,action mecha military scifi,6.09,257
30395,KuripuriKuripura,comedy,3.2,104
19135,Kuroi Ame ni Utarete,drama historical,6.25,156
26043,Kurumiwari Ningyou 2014,drama fantasy romance,7.0,136
17753,Kuruneko Nyaalock Holmes no Bouken,comedy slice of life,6.7,183
28579,Kyorochan no Jishin Youjin Hi no Youjin,drama fantasy kids,6.88,69
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,comedy seinen,6.15,60
30349,Legend of the Moles The Treasure of Scylla,adventure fantasy kids,7.2,44
6065,Lemon Angel YJban,romance school,5.71,217
6577,Machine Robo Leina The Legend of Wolf Blade,action martial arts mecha super power,6.25,248
33907,Magical Music Train,music,3.53,61
25073,Makiba no Shoujo Katori Specials,adventure drama historical slice of life,6.5,85
32224,Makochan no Koutsuu Anzen,drama kids,3.77,39
29782,Malay Oki Kaisen,historical military,4.21,85
12185,Mameushikun,comedy fantasy kids,6.56,72
10709,Manga Nihon Keizai Nyuumon,drama,6.67,86
10285,Manga Nippon Mukashibanashi Movie,historical,6.05,110
29719,Maze Maze Wien,dementia,5.9,59
9820,McDull the Alumni,comedy,6.38,83
24259,Mechano Scientific Attack Force,comedy dementia fantasy horror music parody,2.55,120
25265,Megumi to Taiyou Kajuu Gummi Tweet Love Story,romance slice of life,5.36,232
4121,Meimon Daisan Yakyuubu,action shounen sports,6.44,214
19597,Milk House Dreaming Ai no Shiki,music shoujo,4.81,122
26319,Mimizuku to Tsukisama,drama kids,5.8,43
26253,Mina no Mura no Gomi Soudou,drama kids,5.5,40
32475,Minami no Kuni kara Kita Tegami,kids music,5.8,43
30759,Minna de Tonda,drama kids,7.67,38
26325,Minna Ichiban,drama kids,6.0,41
16021,Miracle Psychicer Seizan,action adventure fantasy,7.12,97
29365,Mirai e no Niji Boku no Ojisan wa Hansenbyou,drama kids,8.5,45
16159,Mirai Kara Kita Shounen Super Jetter,action comedy scifi super power,5.43,108
4096,Mizu no Tane,historical,5.07,144
10149,Mo fa a ma,adventure fantasy,6.18,124
22671,Momoya x Peeping Life Go en Desu yo II,comedy slice of life,5.15,169
33116,Mori no Ongakutai,fantasy kids,4.69,47
17603,Mr Pen Pen,comedy kids shoujo,6.13,74
31878,Mukashi Toilet ga Kowakatta,kids music,4.92,45
29895,Muku no Ki no Hanashi,kids,4.04,84
14253,My Melody no Akazukin,fantasy kids,5.6,146
25083,Nanatsu no Umi no Tico Specials,adventure slice of life,6.78,137
19745,Naniwa Yuukyouden Chou Gokudou Yoru no Bat wa Manruihen,action comedy,7.29,72
19749,Naniwa Yuukyouden Kyouretsu Ana ga Attara Iretaihen,action comedy,7.14,60
19729,Naniwa Yuukyouden Nekketsu Bakushou Mankaihen,action comedy,7.0,88
27943,Nano Invaders,action adventure shounen super power,7.08,519
30209,Naze,kids music,4.27,42
27843,Nemurenu Yoru no Chiisana Ohanashi,kids,6.25,53
30409,Nepos Napos,fantasy kids,7.67,38
8891,Nihonichi no Otoko no Tamashii 2,comedy romance,6.57,187
12165,Niji no Kanata e Shoujo Diana Monogatari,historical shoujo,6.3,136
8953,Nine,action school shounen sports,6.71,228
29235,Ninja Hattorikun Plus Perman Chounouryoku Wars,adventure martial arts super power,6.04,89
28583,Nintama Rantarou no Shouboutai,drama kids,7.0,74
22999,Nippon Tanjou,historical,5.4,62
8777,Nobara no Julie,adventure drama historical music,5.96,190
28545,Nobunagakun no Minna de Yakusoku Hi no Youjin,drama kids,5.67,51
26265,Nogiku no Haka,drama kids romance,6.8,58
17601,Nontan to Issho,kids,6.84,95
8205,Norabbits039 Minutes,comedy fantasy kids,6.13,102
30305,Norakuro Compilation OVA,comedy,5.5,56
30018,Norakuro Nitouhei,kids,4.65,102
7836,Notari Matsutarou,sports,5.59,270
22991,Obake no QTarou Susume 1100 Daisakusen,comedy kids school slice of life supernatural,6.6,61
16480,Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,adventure comedy fantasy,5.0,94
31971,Ojiichan ga Nokoshite Kureta Mono Moetemo Moenai Moenikui,slice of life,5.5,46
30943,Ojiichan wa Boku no Hero,drama kids,8.4,101
26145,Okaachan Gomen ne,historical kids,9.0,47
26155,Okaasan no Ki,historical kids,5.0,42
19069,Okane wa Mawaru Kurashi to Kinyuu,slice of life,5.31,92
33343,Omusubi Kororin,fantasy kids,3.33,41
23645,Ookami to Nanahiki no Ko Yagi,fantasy kids,6.8,60
29053,Orangutan,kids music,4.16,98
14213,Otogi Manga Calendar,historical,6.11,146
30905,Owanko,comedy,5.17,65
33122,Ptisserie no Monster,slice of life,4.61,100
33913,Peeban,comedy,4.75,30
29729,Peeping Life x IODATA Quiz Input Output,comedy,3.72,117
33789,Peeping Life x Sanyo,comedy slice of life,4.73,101
16458,Perrine Monogatari Movie,drama historical shoujo slice of life,6.69,126
16460,Perrine Monogatari Specials,drama historical kids shoujo slice of life,6.53,111
20005,Pinch to Punch,comedy,5.71,66
17423,Pink Lady Monogatari Eikou no Tenshitachi,drama music slice of life,6.33,111
31642,Pittanko Taiyousensei to Pittanko,comedy kids school,6.25,34
22569,Pom Pom Purin no Usagi to Kame,fantasy kids,4.31,78
23089,Ponsuke no Haru,comedy kids,6.33,62
2093,Pops,romance shoujo slice of life,5.9,171
29925,Poron Guitar,kids,4.37,78
